"","Indicator.Title","Observable.Type","Indicator.Types","TTP.Type","TTP.Name","Domain","URI","IP","File.Format","Indicator.Description","Observable.Description","TTP.Description","Received.Time","New_Received_Time","Year","Country","Month"
"2875","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","artandimagegalleries.com","http://artandimagegalleries.com/.htm/config.bin","","bin","This domain artandimagegalleries.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=artandimagegalleries.com].","FileName: config.bin | FileHash: 082ebb218b9ae30a55bb0462255a5fd2 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"2886","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","executivechefsclub.gr","http://executivechefsclub.gr/wp-content/gallery/PANEL/config.bin","","bin","This domain executivechefsclub.gr has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=executivechefsclub.gr].","URI: http://executivechefsclub.gr/wp-content/gallery/PANEL/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T16:44:24+00:00",2014-10-31 16:44:24,2014,"","Oct"
"2890","ZeuS","URI","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://46.183.220.82/now/noww/file.php","46.183.220.82","php","This IP address 46.183.220.82 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=46.183.220.82].","URI: http://46.183.220.82/now/noww/file.php | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-09T03:05:02+00:00",2014-11-09 03:05:02,2014,"","Nov"
"2901","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","31.186.103.45","","This IP address 31.186.103.45 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/31.186.103.45].","IPv4: 31.186.103.45 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2902","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","pohenjohen.ru","","","","This domain pohenjohen.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/pohenjohen.ru].","Domain: pohenjohen.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2909","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","gestiondt.ca","http://gestiondt.ca/lio/serva1/file.php","","php","This domain gestiondt.ca has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=gestiondt.ca].","Domain: gestiondt.ca | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-22T15:01:33+00:00",2014-10-22 15:01:33,2014,"","Oct"
"2910","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","globsocial.org","http://globsocial.org/images/tested/config.bin","","bin","This domain globsocial.org has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=globsocial.org].","URI: http://globsocial.org/images/tested/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2911","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","92.222.46.165","","This IP address 92.222.46.165 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/92.222.46.165].","IPv4: 92.222.46.165 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2912","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","217.23.11.41","","This IP address 217.23.11.41 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/217.23.11.41].","IPv4: 217.23.11.41 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2913","ZeuS","URI","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://104.192.103.72/sanches/helps/file.php","104.192.103.72","php","This IP address 104.192.103.72 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=104.192.103.72].","URI: http://104.192.103.72/sanches/helps/file.php | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-04T16:05:02+00:00",2014-11-04 16:05:02,2014,"","Nov"
"2916","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","djubkafriend.ru","","","","This domain djubkafriend.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/djubkafriend.ru].","Domain: djubkafriend.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2917","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","siscenseguridad.com.mx","http://siscenseguridad.com.mx/kell/lolz/config.bin","","bin","This domain siscenseguridad.com.mx has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=siscenseguridad.com.mx].","Domain: siscenseguridad.com.mx | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2924","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","winmart.us","http://winmart.us/admin/mmbb/adminpanel/modules/config.bin","","bin","This domain winmart.us has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=winmart.us].","URI: http://winmart.us/admin/mmbb/adminpanel/modules/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2930","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","legalpropiedad.cl","http://legalpropiedad.cl/sss/config.bin","","bin","This domain legalpropiedad.cl has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=legalpropiedad.cl].","Domain: legalpropiedad.cl | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-22T15:01:33+00:00",2014-10-22 15:01:33,2014,"","Oct"
"2933","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","henrektradelimited.com","http://henrektradelimited.com/obenks/serverphp/config.bin","","bin","This domain henrektradelimited.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=henrektradelimited.com].","Domain: henrektradelimited.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-10T16:05:02+00:00",2014-11-10 16:05:02,2014,"","Nov"
"2937","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://174.136.57.250/~puntotex/js/config.bin","174.136.57.250","bin","This IP address 174.136.57.250 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=174.136.57.250].","IPv4: 174.136.57.250 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2939","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","toolbar.corotext.com","http://toolbar.corotext.com/java/jar.bin","","bin","This domain toolbar.corotext.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=toolbar.corotext.com].","Domain: toolbar.corotext.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-09T03:05:02+00:00",2014-11-09 03:05:02,2014,"","Nov"
"2940","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","londonswifitdelivery.net","http://londonswifitdelivery.net/wp-includes/pomo/obi/help.bin","","bin","This domain londonswifitdelivery.net has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=londonswifitdelivery.net].","URI: http://londonswifitdelivery.net/wp-includes/pomo/obi/help.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2942","ZeuS","File","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://193.105.134.36/~zadmin/cfg/mini.bin","193.105.134.36","bin","This IP address 193.105.134.36 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=193.105.134.36].","FileName: mini.bin | FileHash: 9112f3b1f31d55fa5438336e16ef779d | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2964","ZeuS","Domain","Domain Watchlist-URL Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","coach-en-paard.nl","http://coach-en-paard.nl/costain/config.bin","","","This domain coach-en-paard.nl has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=coach-en-paard.nl].","Domain: coach-en-paard.nl | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"2977","ZeuS","IP","IP Watchlist-URL Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://116.193.77.118/~bee20734/module/web/config.bin","116.193.77.118","","This IP address 116.193.77.118 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=116.193.77.118].","IPv4: 116.193.77.118 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2980","ZeuS","File","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://46.105.235.114/~zadmin/renew/as.bin","46.105.235.114","bin","This IP address 46.105.235.114 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=46.105.235.114].","FileName: as.bin | FileHash: 1f96fbbbcac49cf08f7672edd16ebe3e | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2989","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","jahexportandinport.in","http://jahexportandinport.in/wordpress/wp-admin/Alpha/php/file.php","","php","This domain jahexportandinport.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=jahexportandinport.in].","Domain: jahexportandinport.in | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-08T16:05:02+00:00",2014-11-08 16:05:02,2014,"","Nov"
"2994","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.office-112.com","http://www.office-112.com/wp-blog/offi.bin","","bin","This domain www.office-112.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.office-112.com].","Domain: www.office-112.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-20T19:29:30+00:00",2014-10-20 19:29:30,2014,"","Oct"
"2995","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","hntraining.com","http://hntraining.com/pap/serverphp/cfg.bin","","bin","This domain hntraining.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=hntraining.com].","Domain: hntraining.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-03T17:53:33+00:00",2014-11-03 17:53:33,2014,"","Nov"
